FORGE_PHASE_2_X_MODULE_DECISION_TABLE.txt
Generated: 2026-06-04
Scope: Concise module decision table for human review.

[Module Name | Classification | Recommended Domain | Ownership | Candidate | Action Recommendation | Priority | Notes]
ovelay-manager.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
payment-mode-coaching-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
ranking-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
recruitment-fixture-validation-test.js | KEEP | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
referral-opportunity-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
relationship-opportunity-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
route-transition-manager.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
search-ranking-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smnyl-ai-presence-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-command-center-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected Preserve Alfred visible UX vs Command OS infrastructure boundary.
team-momentum-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
team-structure-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 08 MANAGER & TEAM INTELLIGENCE | 08 MANAGER & TEAM INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
candidate-assessment-engine.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-assessment-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
candidate-coachability-engine.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-coachability-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-hard-factors-engine.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-hard-factors-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-market-quality-engine.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-market-quality-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-vital-factors-engine.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
candidate-vital-factors-master-test.js | CONSOLIDATE LATER | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
precontract-activity-fixture-test.js | KEEP | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | 08 MANAGER & TEAM INTELLIGENCE / Recruitment or Advisor Development | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
command-execution-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 09 UNIVERSAL COMMAND OS | 09 UNIVERSAL COMMAND OS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-parser-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 09 UNIVERSAL COMMAND OS | 09 UNIVERSAL COMMAND OS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-registry.js | KEEP | 09 UNIVERSAL COMMAND OS | 09 UNIVERSAL COMMAND OS | Core / Domain Module | KEEP | BAJA | No immediate static risk detected. Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-shortcuts-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 09 UNIVERSAL COMMAND OS | 09 UNIVERSAL COMMAND OS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-suggestion-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 09 UNIVERSAL COMMAND OS | 09 UNIVERSAL COMMAND OS | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected Preserve Alfred visible UX vs Command OS infrastructure boundary.
clipboard-action-engine.js | REVIEW REQUIRED | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected
phone-call-engine.js | REVIEW REQUIRED | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected
whatsapp-action-engine.js | REVIEW REQUIRED | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected
whatsapp-link-engine.js | REVIEW REQUIRED | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | 09 UNIVERSAL COMMAND OS / action infrastructure or Sales Conversion channel support; review required | Needs Further Human Validation | REVIEW REQUIRED | MEDIA | unknown / needs review; possible orphan / no incoming imports detected
ai-service.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
analytics-engine.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
assistant-memory-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
base-repository.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
cache-runtime.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
communication-channel-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
copilot-suggestion-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
core-app-engine.js | CONSOLIDATE LATER | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
crash-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
csv-parser-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
db.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Legacy / Migration Candidate | KEEP | ALTA | No immediate static risk detected. Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
domain-events.js | CONSOLIDATE LATER | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
event-bus-engine.js | DO NOT TOUCH | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Protected Surface | DO NOT TOUCH | ALTA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
exchange-rate-cache-engine.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
feature-flags.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
forge-master-acceptance-test.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
health-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
in-app-notification-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
live-communication-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
live-notification-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
logger.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
market-data-master-test.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
module-lifecycle.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
mutation-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
network-manager.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
notification-orchestrator.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
notification-priority-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
notification-queue-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
office-rules-config-light.json | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | Config file; do not modify without dependency/build validation.
office-rules-config-standard.json | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | Config file; do not modify without dependency/build validation.
office-rules-config-strict.json | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | Config file; do not modify without dependency/build validation.
office-rules-config.schema.json | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | ALTA | Config file; do not modify without dependency/build validation.
offline-sync.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
performance-runtime.js | CONSOLIDATE LATER | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible orphan / no incoming imports detected; possible duplicate / overlap candidate
policy-batch-processing-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-import-queue.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
push-notification-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
query-cache.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
query-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
referral-smart-actions.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
referrals-board-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
relationship-health-master-test.js | CONSOLIDATE LATER | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
sales-coach-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
secure-storage.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
service-worker.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Legacy / Migration Candidate | KEEP | ALTA | No immediate static risk detected. Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
smart-notification-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smart-priority-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smnyl-ai-coach-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
storage-engine.js | CONSOLIDATE LATER | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
storage-queue.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
supabase-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
sw-cache-config.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
sync-engine.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Legacy / Migration Candidate | KEEP | ALTA | No immediate static risk detected. Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
sync-orchestrator.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
sync-queue-runtime.js | DELETE LATER ONLY IF PROVEN UNUSED | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
telemetry.js | KEEP | 10 PLATFORM SERVICES | 10 PLATFORM SERVICES | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
app.js | DO NOT TOUCH | 10 PLATFORM SERVICES / App Shell / Root Orchestration | 10 PLATFORM SERVICES / App Shell / Root Orchestration | Legacy / Migration Candidate | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate; large file; HIGH RISK / DO NOT TOUCH WITHOUT TEST PLAN Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
event-system.js | DO NOT TOUCH | 10 PLATFORM SERVICES or SHARED CORE event infrastructure | 10 PLATFORM SERVICES or SHARED CORE event infrastructure | Core / Protected Surface | DO NOT TOUCH | ALTA | unknown / needs review
neural-glow.css | KEEP | 12 ADVISOR EXPERIENCE INTELLIGENCE | 12 ADVISOR EXPERIENCE INTELLIGENCE | Core / Domain Module | KEEP | BAJA | UI styling file; ensure no business truth encoded in class names or generated content.
styles.css | KEEP | 12 ADVISOR EXPERIENCE INTELLIGENCE | 12 ADVISOR EXPERIENCE INTELLIGENCE | Core / Domain Module | KEEP | BAJA | UI styling file; ensure no business truth encoded in class names or generated content.
adaptive-message-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
adaptive-outreach-prompt-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
ai-orb-widget.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
close-prompt-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
dashboard-executive.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected; UI/business interpretation boundary review
dashboard-widget-card.tsx | KEEP | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Core / Domain Module | KEEP | ALTA | No immediate static risk detected.
dashboard.js | DO NOT TOUCH | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Legacy / Migration Candidate | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; large file; UI/business interpretation boundary review Legacy CRM AddLife root/util candidate; keep separate from Forge OS Core until migration ADR.
first-contact-dashboard.viewmodel.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
ghosting-prompt-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
live-dashboard-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
objection-prompt-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
operational-button.tsx | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected; UI/business interpretation boundary review
outreach-prompt-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
predictive-dashboard.tsx | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
referral-prompt-builder.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
search-quick-actions-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smart-header.tsx | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
team-dashboard-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
ui-render-engine.js | CONSOLIDATE LATER | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | 12 ADVISOR EXPERIENCE INTELLIGENCE / UI consumer only | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
